CARS,HHSPTYPE,TENURE,PERSINHH,ECONPRIM,ETHGROUP,LTILL,MSTATUS,OCCPATN,SEX,SOCLASS,SEGROUP
1,4,2,1,8,1,1,4,304,1,4,12
2,3,2,4,4,1,2,2,304,1,4,15
0,2,2,4,4,1,2,4,304,1,4,15
1,3,2,3,1,1,2,2,304,1,4,12
3,6,3,2,4,1,2,4,304,1,4,15
1,2,1,2,6,1,2,1,304,1,4,15
1,4,6,2,4,1,2,1,304,1,4,15
1,2,2,5,4,1,2,2,304,1,4,15
1,2,7,3,4,1,2,2,304,1,4,15
1,2,2,4,4,1,2,2,304,1,4,15
0,2,7,2,4,1,2,2,304,1,4,15
3,3,2,3,3,1,2,4,304,1,4,3
1,2,7,4,1,1,2,1,304,1,4,12
0,3,6,4,6,1,2,2,304,1,4,12
1,2,2,4,4,1,2,2,304,1,4,15
2,3,3,4,1,1,2,1,304,1,4,12
1,2,7,2,4,1,2,2,304,1,4,15
1,3,1,5,3,6,2,2,304,1,4,3
2,2,2,3,1,1,2,2,304,1,4,12
2,1,2,4,4,1,2,2,304,1,4,15
3,2,2,5,4,1,2,1,304,1,4,15
2,2,1,3,4,1,2,2,304,1,4,15
1,3,7,2,9,1,2,3,304,1,4,12
3,3,1,5,3,6,2,2,304,1,4,3
2,3,1,3,1,1,2,2,304,1,4,12
0,3,2,3,1,1,2,2,304,1,4,12
1,3,7,4,1,1,2,2,304,1,4,12
1,3,7,2,4,1,2,4,304,1,4,15
1,3,7,5,8,1,1,2,304,1,4,15
1,3,7,4,8,1,1,2,304,1,4,15
2,3,2,3,4,1,2,3,304,1,4,15
1,2,7,7,2,1,2,3,304,1,4,12
0,2,6,3,4,1,2,4,304,1,4,15
1,5,1,3,8,6,1,2,304,1,4,12
0,2,7,2,9,1,1,4,304,1,4,12
1,1,2,2,4,1,2,2,304,1,4,15
1,3,1,3,4,6,2,2,304,1,4,15
0,2,7,5,1,1,2,4,304,1,4,12
1,2,7,3,1,1,2,3,304,1,4,12
2,1,5,5,2,1,2,2,304,2,4,12
3,2,7,5,4,1,1,2,304,1,4,15
3,3,1,5,3,6,2,2,304,2,4,3
1,3,7,5,1,1,1,2,304,1,4,12
1,3,7,3,4,1,2,2,304,1,4,15
0,2,2,5,4,1,2,4,304,1,4,15
1,3,2,3,4,1,2,4,304,1,4,15
0,2,7,5,5,1,2,3,304,1,4,12
2,3,2,4,4,1,2,2,304,1,4,15
0,3,7,2,2,1,2,4,304,1,4,12
0,4,3,1,6,1,2,4,304,1,4,12
3,2,2,4,4,1,2,2,304,1,4,15
1,2,7,4,4,1,2,4,304,1,4,15
3,3,2,2,3,1,2,4,304,1,4,3
1,2,7,2,4,1,1,2,304,1,4,15
1,3,7,6,4,1,2,2,304,1,4,15
1,2,1,2,1,1,2,2,304,1,4,12
2,3,2,3,4,1,2,2,304,1,4,15
0,3,1,2,9,1,2,2,304,1,4,12
2,3,1,4,1,1,2,2,304,1,4,12
1,3,3,1,4,1,2,1,304,1,4,15
1,3,2,4,4,1,2,2,304,1,4,15
1,3,2,4,3,7,2,3,304,1,4,3
1,3,2,4,4,1,2,2,304,1,4,15
1,2,2,2,9,1,2,2,305,1,5,13
0,2,2,3,9,1,1,3,305,1,5,13
0,6,4,1,8,1,1,4,305,2,5,13
0,2,6,2,1,1,2,2,305,1,5,13
0,3,1,2,1,1,2,1,306,1,5,13
0,3,2,2,1,1,2,2,306,1,5,13
0,3,2,3,1,1,2,2,306,1,5,13
1,1,2,2,1,1,2,2,306,1,5,13
0,3,7,5,1,1,2,2,306,1,5,13
0,3,2,2,1,1,1,4,306,1,5,13
0,3,2,2,1,1,2,2,306,1,5,13
0,3,7,4,1,1,2,2,306,1,5,13
1,2,7,4,1,1,2,2,306,1,5,13
0,3,2,3,1,1,2,2,306,1,5,13
0,2,1,3,1,1,2,2,306,1,5,13
0,2,7,2,1,1,2,4,306,1,5,13
2,3,2,4,1,1,2,2,306,1,5,13
0,2,2,4,1,1,2,2,306,1,5,13
0,4,1,1,9,1,1,1,306,1,5,13
1,3,2,2,1,1,2,2,307,1,4,12
2,2,2,2,1,4,2,2,307,1,4,11
2,2,7,4,1,1,2,1,307,1,4,12
1,2,2,2,1,1,2,3,307,1,4,12
2,3,2,1,1,1,2,1,307,1,4,11
1,2,7,3,8,1,1,3,307,1,4,11
0,2,7,3,1,1,2,1,307,1,4,11
1,3,2,4,1,1,2,2,307,1,4,12
0,2,2,2,1,1,2,1,307,1,4,11
0,4,7,1,6,1,2,1,307,1,4,12
0,3,1,2,9,1,2,2,307,1,4,11
1,2,2,4,1,1,2,2,308,1,4,12
1,3,2,3,1,1,2,2,308,1,4,12
1,3,2,4,1,1,2,2,308,1,4,12
1,3,1,4,9,1,2,2,308,1,4,12
0,3,2,1,1,1,2,1,308,1,4,12
1,2,7,4,6,1,2,2,308,1,4,12
0,3,7,5,1,1,2,1,308,1,4,12
0,2,2,3,1,1,2,1,308,1,4,12
0,3,7,2,9,1,1,3,308,1,4,12
2,3,1,4,1,1,2,2,308,1,4,12
1,3,1,4,9,1,2,2,308,1,4,12
0,2,7,2,9,1,2,2,308,1,4,12
1,3,2,4,8,1,1,2,308,1,4,12
0,2,2,2,1,1,2,5,308,1,4,12
0,3,2,3,1,1,2,1,308,1,4,12
1,3,1,2,1,1,2,2,308,1,4,12
1,2,2,4,1,1,2,2,308,1,4,12
0,4,7,1,9,1,1,5,309,1,4,12
1,3,1,5,1,1,2,2,309,1,4,12
0,4,1,2,9,1,1,2,309,1,4,12
0,2,7,1,1,1,2,4,309,1,4,12
1,2,2,6,1,1,2,2,309,1,4,12
0,3,7,5,6,1,2,3,310,1,4,12
1,3,2,2,1,1,2,1,311,1,4,12
1,2,7,4,1,1,2,4,311,1,4,12
1,2,1,2,9,1,1,2,311,1,4,12
0,3,2,2,1,1,2,2,311,1,4,11
1,3,2,4,5,1,2,2,311,1,4,12
2,3,2,4,1,1,2,2,311,1,4,12
1,1,7,5,1,1,2,2,311,1,4,12
2,3,1,4,1,1,2,3,311,1,4,12
0,2,7,3,1,1,2,2,311,1,4,12
1,3,1,3,1,1,2,2,311,1,4,12
0,2,7,4,1,1,2,2,311,1,4,12
1,3,2,2,1,1,2,2,311,1,4,12
2,3,2,2,1,1,2,1,311,1,4,12
0,2,7,4,1,1,2,1,311,1,4,12
2,1,2,4,1,1,2,2,311,1,4,12
1,3,2,2,4,1,2,2,311,1,4,15
1,3,1,4,1,1,2,2,311,1,4,12
0,2,7,3,8,1,1,2,311,1,4,12
1,3,7,2,1,1,2,2,311,1,4,12
1,2,7,1,1,1,1,4,311,1,4,12
2,3,1,3,1,1,2,3,311,1,4,12
1,2,2,4,1,1,2,2,311,1,4,12
2,2,7,4,1,1,2,2,311,1,4,12
1,3,2,3,1,1,2,2,311,1,4,12
1,3,2,2,1,1,2,1,311,1,4,12
2,3,1,3,1,1,2,1,311,1,4,12
1,2,6,2,1,1,1,2,311,1,4,12
1,2,7,4,1,1,2,2,311,1,4,12
2,3,2,3,1,1,2,2,311,1,4,12
1,2,1,2,1,1,2,2,311,1,4,12
2,2,2,5,1,1,2,2,311,1,4,12
1,2,7,4,1,1,2,2,311,1,4,12
0,2,7,2,9,1,1,1,311,2,4,12
1,2,2,3,1,1,1,2,311,1,4,12
1,1,3,4,4,1,2,2,311,1,4,15
0,3,7,2,8,1,1,1,311,1,4,12
1,3,2,4,1,1,2,2,311,1,4,12
2,2,2,4,1,1,2,2,311,1,4,12
0,2,7,2,8,1,1,2,311,1,4,12
1,2,7,2,9,1,2,2,311,1,4,12
0,2,7,5,1,1,2,2,311,1,4,12
1,3,2,4,1,1,2,2,311,1,4,12
1,3,2,3,1,1,2,3,311,1,4,12
1,3,2,4,1,1,2,4,311,1,4,12
1,3,2,2,1,1,2,3,311,1,4,12
0,2,2,2,8,1,1,1,312,1,4,12
1,2,2,3,1,1,2,2,312,1,4,12
1,3,2,4,1,1,2,2,312,1,4,12
1,3,1,3,9,1,1,3,312,1,4,12
0,3,7,6,1,1,2,2,312,1,4,12
2,2,2,3,1,1,2,2,312,1,4,12
0,3,7,2,6,1,2,5,312,1,4,12
1,2,2,3,1,1,2,4,312,1,4,12
1,3,2,5,8,1,1,2,312,1,4,12
0,4,7,1,6,1,2,4,312,1,4,12
0,2,2,3,1,1,2,2,312,1,4,12
0,4,7,1,9,1,2,4,312,1,4,12
1,2,1,2,1,1,2,2,312,1,4,12
0,3,7,2,1,1,2,4,312,1,4,12
1,2,7,2,1,1,2,2,312,1,4,11
0,3,7,4,1,1,2,2,312,1,4,12
3,3,1,3,1,1,2,1,312,1,4,12
1,3,2,1,1,1,2,1,312,1,4,12
1,2,7,5,1,1,2,2,312,1,4,12
1,3,7,3,1,1,2,3,312,1,4,12
0,5,3,2,6,1,2,4,312,1,4,12
0,3,7,2,1,1,1,1,312,1,4,12
0,2,7,5,1,1,2,2,312,1,4,12
1,2,2,4,1,1,2,2,312,1,4,12
1,2,2,5,1,1,2,2,312,1,4,12
0,3,7,2,1,1,2,5,312,1,4,12
1,2,2,2,1,1,2,3,312,1,4,12
0,2,6,2,8,1,1,5,312,1,4,12
1,3,2,2,1,1,2,2,312,1,4,12
1,2,1,3,1,1,2,3,313,1,4,12
1,2,2,3,1,1,2,2,313,1,4,12
0,13,3,1,1,1,2,2,313,1,4,12
1,2,7,2,8,1,1,3,313,1,4,12
1,1,2,4,1,1,2,1,313,1,4,12
1,3,7,4,1,1,2,3,313,1,4,12
1,3,1,2,9,1,1,2,313,1,4,12
1,2,5,4,1,1,2,2,313,1,4,12
1,3,2,5,6,1,2,3,313,1,4,12
1,2,7,2,1,1,2,1,313,1,4,12
1,2,2,2,1,1,2,2,313,1,4,12
1,2,7,2,2,1,2,4,313,1,4,12
0,3,2,2,1,1,2,2,313,1,4,12
1,2,7,2,1,1,2,2,313,1,4,12
1,3,7,3,8,1,1,2,313,1,4,12
0,3,5,2,1,1,1,2,313,1,4,12
1,3,1,2,9,1,2,2,313,1,4,12
1,14,2,2,1,1,2,4,313,1,4,12
1,3,1,2,1,1,2,2,313,1,4,12
1,1,4,2,8,1,1,2,313,1,4,12
0,2,7,3,1,1,2,2,313,1,4,12
0,2,2,5,1,1,2,2,313,1,4,12
1,3,2,4,1,1,2,1,313,1,4,12
0,3,2,1,1,1,2,1,313,1,4,12
1,2,7,3,1,1,2,3,313,1,4,12
1,2,2,1,1,1,2,1,313,1,4,12
0,3,1,5,8,1,1,3,313,1,4,12
1,3,2,2,1,1,2,2,313,1,4,12
1,2,2,3,1,1,2,2,313,1,4,12
1,3,1,1,1,1,2,1,313,1,4,12
0,2,2,5,1,1,2,2,313,1,4,12
2,3,7,3,6,1,2,2,313,1,4,12
0,2,7,3,8,1,1,2,313,1,4,12
3,1,1,3,1,1,2,1,313,1,4,12
1,4,2,1,1,1,2,1,313,1,4,12
1,2,2,3,1,1,2,2,313,1,4,12
1,2,2,3,1,1,2,3,313,1,4,12
1,3,1,3,1,1,2,2,313,1,4,12
0,3,1,3,9,1,2,3,313,2,4,12
0,2,2,4,1,1,2,2,313,1,4,12
2,3,2,4,1,1,2,2,313,1,4,12
1,3,4,3,1,1,2,1,313,1,4,12
2,2,2,4,1,1,2,1,313,1,4,12
1,3,2,2,1,1,2,2,313,1,4,12
1,2,2,3,1,1,2,2,313,1,4,12
1,3,7,6,1,1,2,1,313,1,4,12
0,3,4,2,9,1,2,2,313,1,4,12
0,3,7,3,6,1,2,3,313,1,4,12
2,2,7,2,1,1,2,1,313,1,4,12
1,3,7,3,1,1,2,2,313,1,4,12
2,3,2,3,1,1,2,1,313,1,4,12
1,2,2,2,1,1,2,4,313,1,4,12
1,3,2,2,1,1,2,2,313,1,4,12
3,5,2,4,4,1,2,2,313,1,4,15
1,2,2,2,1,1,1,2,313,1,4,12
3,3,2,5,1,1,2,4,313,1,4,12
1,3,2,3,8,1,1,1,314,1,4,12
1,1,1,4,1,1,2,1,314,1,4,12
1,2,2,2,1,1,2,2,314,1,4,12
2,2,7,4,1,1,2,1,314,1,4,11
0,4,7,3,6,1,2,1,314,1,4,12
1,2,2,2,1,1,2,2,314,1,4,12
0,3,2,2,1,1,2,3,314,1,4,12
0,3,4,6,10,1,2,2,314,2,4,12
1,2,7,4,1,1,2,2,314,1,4,12
1,3,7,1,6,1,1,2,314,1,4,11
1,6,2,2,1,1,2,4,314,1,4,11
1,2,2,2,9,1,1,4,314,2,4,12
0,2,7,3,6,1,2,3,314,1,4,12
1,3,7,1,6,1,1,4,314,1,4,12
1,1,2,3,1,1,2,2,314,1,4,12
1,2,2,4,7,1,1,1,314,2,4,12
0,3,7,5,1,1,2,2,314,1,4,12
2,1,2,2,1,1,2,2,314,1,4,12
0,2,2,2,1,1,2,2,314,1,4,12
0,3,7,2,6,1,2,1,314,1,4,15
0,3,7,3,1,1,2,3,314,1,4,11
1,2,6,4,1,1,2,1,314,1,4,12
1,2,2,3,6,1,2,2,314,1,4,12
0,2,1,3,1,1,2,2,314,1,4,11
0,3,6,3,1,1,2,1,314,1,4,12
1,2,2,2,2,1,2,2,314,2,4,12
0,3,7,1,8,1,1,5,314,1,4,12
2,1,2,2,1,1,2,3,314,1,4,12
2,2,2,4,3,1,2,2,314,1,4,3
1,3,2,2,1,1,1,3,314,1,4,12
1,2,2,4,1,1,2,2,315,1,4,11
0,3,2,3,1,1,2,2,315,1,5,13
1,3,1,4,6,1,2,1,315,1,5,13
0,3,7,1,9,1,2,1,315,1,5,13
0,3,1,3,8,1,1,2,315,1,5,13
0,3,7,4,8,1,1,2,315,1,5,13
1,3,1,3,8,1,1,2,315,1,5,13
2,2,7,4,8,1,1,2,315,1,5,13
0,3,1,2,8,1,1,2,315,1,5,13
1,6,1,3,1,1,2,2,316,1,4,11
2,1,2,5,1,1,2,1,316,1,4,12
1,3,7,3,8,1,1,2,316,1,4,12
1,3,2,2,1,1,2,1,316,1,4,12
0,3,7,3,1,1,1,1,316,2,4,12
0,3,2,2,8,1,1,2,316,1,4,12
2,3,2,4,1,1,2,2,316,1,4,12
1,3,7,5,1,1,2,1,316,1,4,12
1,2,3,5,6,1,2,1,316,1,4,12
0,2,1,1,1,1,2,5,316,2,4,12
2,1,2,2,9,1,2,3,316,1,4,12
1,2,2,2,1,1,2,3,316,1,4,12
2,4,1,3,1,1,2,2,316,1,4,12
1,3,2,5,1,1,2,2,316,1,4,12
0,4,7,3,5,1,2,1,316,1,4,12
0,3,2,5,6,1,2,1,316,1,4,12
2,2,2,4,1,1,2,2,316,1,4,11
2,2,2,4,1,1,2,2,316,1,4,12
1,3,2,2,1,1,2,2,316,1,4,12
0,3,7,4,2,1,2,1,316,2,4,12
1,2,1,4,1,1,2,2,316,1,4,12
2,2,2,3,1,1,2,2,316,1,4,12
2,2,2,4,2,1,2,2,316,2,4,12
1,2,2,1,1,1,2,1,316,1,4,12
1,2,2,6,10,1,2,2,316,2,4,12
1,2,2,3,1,1,1,2,316,1,4,12
2,1,2,4,1,1,2,1,316,1,4,12
1,2,2,2,1,1,2,1,317,1,6,14
1,3,2,3,1,1,2,2,317,1,6,14
2,3,2,2,1,1,2,2,317,1,6,14
0,3,7,1,9,1,1,1,317,1,6,14
1,2,4,2,1,1,2,2,317,1,6,14
1,2,2,5,1,1,2,2,317,1,6,14
0,3,7,5,1,1,2,2,317,1,6,14
2,1,1,2,8,1,1,2,317,1,6,14
0,3,7,4,1,1,2,2,318,1,5,13
0,2,2,2,8,1,1,2,318,1,5,13
1,2,2,2,8,1,1,2,318,2,5,13
1,3,2,4,1,1,2,2,318,1,5,13
1,4,7,1,1,1,2,1,318,2,5,13
1,4,1,3,9,1,1,2,318,1,4,11
2,2,2,3,1,1,2,2,318,1,5,13
2,2,1,4,9,1,2,2,318,1,4,11
0,3,7,2,1,1,2,2,318,1,5,13
1,1,1,2,1,1,2,2,318,1,5,13
1,3,1,2,9,1,2,2,318,1,5,13
1,2,2,3,1,1,2,3,318,1,5,13
2,5,1,3,1,1,2,2,318,1,5,13
0,2,2,2,8,1,1,2,318,1,5,13
1,2,2,3,1,1,2,2,318,1,5,13
1,3,7,1,1,1,2,5,318,1,5,13
1,1,2,3,1,1,2,2,318,1,4,11
1,3,7,5,1,1,2,4,318,1,5,13
0,3,2,4,1,1,2,4,318,1,5,13
1,3,1,2,9,1,1,2,318,1,4,11
1,3,2,3,1,1,2,2,318,1,5,13
0,2,7,2,9,1,1,2,318,1,5,13
0,4,7,2,8,1,1,2,318,1,5,13
2,1,4,2,1,1,2,2,318,1,5,13
0,3,2,1,1,1,2,1,318,1,4,11
1,2,2,2,1,1,2,4,318,1,5,13
1,2,2,5,1,1,2,2,318,1,5,13
0,2,7,5,1,1,2,2,318,1,5,13
0,3,7,4,1,1,2,2,318,1,5,13
1,3,2,5,1,1,2,2,318,1,5,13
0,4,6,2,9,1,2,2,318,1,5,13
1,3,6,3,1,1,2,2,319,1,4,12
0,3,7,2,9,1,1,2,319,1,4,12
1,1,2,2,1,1,2,2,319,1,4,11
1,3,2,3,8,1,1,2,319,1,4,12
1,2,1,2,1,1,2,2,319,1,4,12
1,2,7,4,1,1,2,2,320,1,5,13
2,1,2,2,1,1,2,2,320,1,4,11
1,3,2,3,1,1,2,4,320,1,5,13
1,4,1,2,9,1,1,2,320,1,5,13
2,2,7,3,1,1,2,3,320,1,5,13
1,4,7,5,1,1,2,2,320,1,5,13
1,2,7,2,1,1,2,1,320,1,5,13
0,1,2,3,1,1,2,2,320,1,5,13
0,2,7,2,1,1,2,2,320,1,5,13
1,2,7,4,1,1,1,3,320,1,5,13
0,3,2,2,1,1,2,2,320,1,5,13
1,2,7,2,1,1,2,2,320,1,5,13
1,2,2,2,1,1,2,3,320,1,5,13
1,3,5,4,1,1,2,2,320,1,5,13
1,2,2,3,1,1,2,1,320,1,4,11
0,3,4,4,1,1,2,2,320,1,4,11
1,4,6,1,6,1,2,4,320,1,5,13
0,3,7,3,1,1,2,2,320,1,5,13
1,3,7,2,1,1,2,4,320,1,5,13
2,2,2,4,6,1,2,2,321,1,5,15
1,2,2,2,1,1,2,2,321,1,5,13
1,3,1,2,1,1,2,2,321,1,4,11
1,3,2,2,1,1,2,1,321,1,5,13
1,3,7,3,1,1,2,2,321,1,4,11
0,3,2,2,8,1,1,5,321,1,4,11
3,2,2,4,1,1,2,2,321,1,4,11
2,3,2,2,2,1,2,1,321,2,5,13
1,3,1,2,1,1,2,2,321,1,4,11
1,2,1,3,2,1,2,3,321,1,5,13
0,6,1,3,8,1,1,3,321,1,5,13
1,2,2,4,1,1,2,1,321,1,5,13
1,2,1,3,6,1,2,1,321,1,5,13
2,2,2,2,1,1,2,2,321,1,4,11
3,1,2,3,3,1,2,2,321,1,5,3
1,4,7,1,6,1,2,1,321,1,5,13
0,3,2,2,1,1,2,2,321,1,4,11
1,3,1,2,1,1,2,2,321,1,4,11
1,3,2,4,1,1,2,2,321,1,5,13
0,3,1,2,1,1,2,4,321,1,4,11
0,3,7,2,2,1,2,2,321,1,5,13
2,2,2,3,1,1,2,1,321,2,4,11
1,3,2,3,9,1,1,2,321,1,4,11
2,1,2,3,1,1,2,2,321,1,4,11
1,1,2,4,3,1,2,2,321,1,5,3
1,1,2,4,1,1,2,2,321,1,4,11
1,3,7,3,1,1,2,2,321,1,4,11
0,3,6,6,1,1,2,2,321,1,4,11
1,3,1,1,1,1,2,4,321,1,5,13
1,3,2,3,6,1,2,2,321,1,5,13
0,3,7,3,6,1,2,3,321,1,4,11
3,1,2,5,4,1,2,1,321,1,5,15
1,1,2,4,1,1,2,2,321,1,4,11
0,3,1,5,1,1,2,1,321,1,5,13
1,2,7,5,1,1,2,2,321,1,5,13
1,2,1,2,1,1,2,2,321,1,4,11
0,2,2,3,1,1,2,2,321,1,4,11
1,2,7,1,9,1,1,5,321,1,4,11
1,3,2,4,1,1,2,2,321,1,4,11
3,2,7,2,4,1,2,1,321,1,5,15
1,1,1,5,1,1,2,2,321,1,4,11
0,3,1,2,9,1,2,2,321,1,5,13
1,1,1,6,6,1,2,2,321,1,4,11
0,2,7,1,6,1,2,1,321,1,5,13
1,3,2,7,1,1,2,2,321,1,4,11
1,3,7,2,1,1,2,3,321,1,4,11
3,3,2,6,1,1,2,2,321,1,5,13
0,5,3,1,1,1,2,1,321,1,5,13
1,2,2,2,2,1,2,2,321,1,5,13
2,2,2,3,1,1,2,2,321,1,4,11
1,1,1,2,1,1,2,2,321,1,4,11
3,1,2,3,4,1,2,2,321,1,5,15
0,3,1,1,8,1,1,5,321,1,4,11
0,3,6,2,1,1,2,2,321,1,5,13
2,2,1,4,1,1,2,1,321,1,4,11
2,1,4,3,2,1,2,2,321,1,5,13
0,3,7,4,6,1,2,2,321,1,5,13
3,3,2,2,1,1,2,2,321,1,4,11
2,3,7,6,1,1,2,1,322,1,4,12
0,2,6,3,1,1,2,1,322,1,4,12
1,2,2,2,1,1,2,2,322,1,4,12
1,2,2,3,1,1,2,2,322,1,4,12
1,2,2,5,1,1,2,1,322,1,4,12
0,3,4,4,1,1,2,1,322,1,4,12
1,3,2,4,1,1,2,2,322,1,4,12
2,2,1,5,4,1,2,3,322,1,4,15
0,3,7,3,1,1,2,2,322,1,4,12
1,3,2,3,6,1,2,2,322,1,4,12
1,2,1,2,9,1,1,2,322,1,4,12
1,2,1,1,8,1,1,5,322,1,4,12
1,2,2,3,1,1,2,2,322,1,4,12
1,2,7,2,9,1,2,2,322,1,4,11
0,3,4,6,1,1,2,1,322,1,4,12
2,2,7,3,1,1,2,1,322,1,4,12
1,6,2,1,1,1,2,1,322,1,4,11
2,3,2,2,1,1,2,1,322,1,4,12
1,2,2,2,1,1,2,2,322,2,4,12
1,2,2,5,1,1,2,2,322,1,4,12
2,1,1,4,5,1,2,1,322,1,4,12
1,3,7,2,6,1,2,3,322,1,4,12
1,2,2,2,1,1,2,1,322,1,4,12
1,2,1,2,1,1,2,2,322,1,4,12
1,2,7,2,1,1,2,1,322,1,4,12
1,2,2,3,1,1,2,2,322,1,4,12
2,3,1,1,1,1,2,4,323,1,4,11
1,2,7,4,1,1,2,2,323,1,4,11
1,3,7,4,1,1,2,2,323,1,5,13
0,4,7,1,6,1,2,4,323,1,5,13
1,2,2,2,1,1,2,2,323,1,4,11
1,3,7,4,1,1,2,3,323,1,5,13
1,2,2,1,1,1,2,1,323,1,5,13
1,3,2,4,1,1,2,2,323,1,5,13
2,2,2,3,1,1,2,2,323,1,5,13
2,3,1,7,1,1,2,2,323,1,5,13
1,1,1,4,1,1,2,1,323,1,5,13
1,3,2,6,6,1,2,4,323,1,5,13
1,3,7,4,8,1,1,2,323,1,5,13
0,3,2,3,1,1,2,2,324,1,5,13
0,3,7,3,6,1,2,2,324,1,5,13
1,3,1,3,10,1,2,2,324,2,5,13
1,3,2,2,1,1,2,1,324,2,5,13
0,4,7,1,9,1,1,1,324,1,5,13
0,3,2,3,1,1,2,2,324,2,5,13
2,2,1,4,1,1,2,1,324,1,5,13
0,2,7,2,1,1,1,5,324,1,5,13
1,1,2,5,3,1,2,2,324,1,5,3
0,2,7,2,8,1,1,2,324,1,5,13
0,2,2,5,1,1,2,2,324,1,5,13
0,3,2,1,1,1,2,1,324,2,5,13
0,3,7,5,1,1,2,2,324,1,5,13
1,3,1,4,5,1,2,1,324,1,5,13
0,3,7,2,1,1,2,1,324,2,5,13
1,2,2,2,1,1,2,2,324,1,5,13
0,3,2,3,1,1,2,2,324,1,5,13
1,1,2,3,1,1,2,2,324,2,5,13
1,2,2,4,1,1,2,1,324,2,5,13
1,3,1,2,8,1,1,2,324,1,5,13
3,3,1,4,1,1,2,2,324,1,5,13
0,3,6,3,1,1,2,2,324,2,5,13
2,3,2,4,6,1,2,2,324,1,5,13
0,3,2,3,1,1,2,2,324,1,5,13
1,2,7,3,1,1,2,2,324,1,5,13
2,2,2,3,1,1,2,2,324,2,5,13
1,3,7,2,9,1,1,4,324,1,5,13
1,2,2,4,10,1,2,2,324,2,5,13
3,3,2,5,1,1,2,2,324,1,5,13
1,3,2,3,1,1,2,1,324,2,5,13
1,3,7,3,1,1,2,2,324,2,5,13
0,3,7,2,6,1,2,1,324,1,5,13
0,3,7,4,1,1,2,3,324,1,5,13
1,2,2,3,1,1,2,2,324,1,5,13
2,1,1,3,1,1,2,1,324,1,5,13
3,3,2,5,1,1,2,2,324,2,5,13
1,3,7,4,1,1,2,2,324,2,5,13
1,2,2,2,1,1,2,2,324,1,5,13
1,2,2,3,1,1,2,2,324,1,5,13
0,3,7,2,10,1,2,4,324,2,5,13
2,3,2,2,1,1,2,2,324,1,5,13
0,2,7,3,6,1,2,1,324,2,5,13
1,3,2,4,1,1,2,2,324,2,5,13
0,3,2,4,2,1,2,2,324,2,5,13
1,2,2,2,1,1,2,1,324,2,5,13
1,3,2,3,1,1,2,2,324,1,5,13
1,3,2,3,8,1,1,2,324,2,5,13
0,2,2,4,1,1,2,2,324,1,5,13
3,2,1,4,1,1,2,1,324,1,5,13
1,3,7,5,9,1,1,4,324,1,5,13
0,4,7,2,1,1,2,2,324,1,5,13
3,2,2,4,1,1,2,2,324,1,5,13
1,3,2,2,1,1,2,2,324,2,5,13
1,2,2,5,1,1,2,2,324,1,5,13
1,1,2,3,1,1,2,2,324,1,5,13
1,2,2,2,1,1,2,3,324,2,5,13
0,3,6,2,10,1,2,1,324,2,5,13
1,2,7,2,8,1,1,1,324,2,5,13
0,3,7,3,1,1,2,1,324,2,5,13
1,2,2,5,10,1,2,2,324,1,5,13
1,3,7,3,1,1,2,1,324,1,5,13
1,2,2,4,1,1,2,2,324,1,5,13
1,2,1,2,9,1,2,2,324,1,5,13
2,1,2,4,1,1,2,1,324,1,5,13
1,3,1,1,1,6,2,2,324,1,5,13
1,3,2,3,1,1,2,1,324,1,5,13
1,2,6,3,10,1,2,2,324,2,5,13
1,2,2,2,1,1,2,1,324,1,5,13
2,1,2,5,1,1,2,4,324,1,4,11
1,2,1,2,9,1,2,2,324,1,5,13
1,3,2,4,1,1,2,2,324,2,5,13
1,2,2,2,1,1,2,2,324,2,5,13
2,4,2,5,1,1,2,1,324,2,5,13
2,1,5,3,1,1,2,1,325,1,5,18
2,1,5,4,1,1,2,2,325,1,5,18
1,1,5,4,6,1,2,1,325,1,5,18
2,1,1,3,1,1,2,2,325,2,5,18
1,6,5,4,1,1,2,1,325,2,5,18
1,3,5,1,1,1,1,1,325,1,4,18
2,1,1,6,4,1,2,2,325,2,5,18
1,14,1,2,1,1,2,2,325,1,5,18
1,1,1,1,1,1,2,1,325,1,5,18
2,1,1,3,4,1,2,2,325,2,5,18
2,2,4,2,9,1,2,1,325,1,5,18
2,3,7,3,1,1,2,3,325,1,5,18
0,2,7,4,1,1,2,2,325,1,5,18
2,1,5,3,1,1,2,2,325,1,5,18
2,3,6,5,1,1,2,1,325,1,5,18
2,1,2,5,1,1,2,1,325,1,5,18
0,3,5,1,1,1,2,4,325,1,5,18
0,3,7,3,6,1,2,2,325,1,5,18
1,2,5,2,1,1,2,2,325,1,5,18
0,2,7,1,1,1,2,1,325,1,5,18
1,4,3,6,7,1,2,1,325,2,5,18
2,1,5,3,2,1,2,2,325,2,5,18
3,1,5,5,1,1,2,2,325,1,5,18
2,2,5,3,1,1,2,2,325,1,5,18
3,1,5,6,1,1,2,1,325,1,5,18
1,1,5,3,10,1,2,2,325,2,5,18
1,1,5,2,1,1,1,2,325,2,5,18
1,2,5,3,1,1,2,2,325,1,5,18
3,3,2,5,1,1,2,1,325,1,5,18
2,1,4,3,1,1,2,2,325,1,5,18
0,3,5,2,2,1,2,2,325,1,5,18
1,1,1,4,5,1,2,1,325,1,5,18
1,3,7,2,8,1,1,2,325,1,5,18
1,6,4,2,2,1,2,4,325,2,5,18
2,1,5,4,1,1,2,2,325,1,5,18
